# TinZr Multi Recording
# DateTime: 2025-12-18T22:03:37.807495
# Device: TinZrBlack
# Address: D8:85:AC:4E:38:6E
time_s,ax,ay,az,gx,gy,gz,red,ir,hr_bpm,spo2_pct,batt_pct
3.698663,-0.009000,-0.925000,0.415000,1.640000,-4.790000,-0.310000,0.000000,0.000000,0.00,0.00,83.00
3.698663,-0.010000,-0.927000,0.414000,1.640000,-4.650000,-0.280000,0.000000,0.000000,0.00,0.00,83.00
3.698663,-0.012000,-0.926000,0.415000,1.750000,-4.690000,-0.380000,0.000000,0.000000,0.00,0.00,83.00
3.698663,-0.010000,-0.925000,0.416000,2.100000,-4.830000,-0.310000,0.000000,0.000000,0.00,0.00,83.00
3.698663,-0.010000,-0.924000,0.414000,2.060000,-4.790000,-0.450000,0.000000,0.000000,0.00,0.00,83.00
3.698663,-0.011000,-0.924000,0.413000,2.100000,-4.690000,-0.380000,0.000000,0.000000,0.00,0.00,83.00
3.698663,-0.011000,-0.925000,0.417000,2.450000,-4.790000,-0.380000,0.000000,0.000000,0.00,0.00,83.00
3.700258,-0.012000,-0.925000,0.417000,2.450000,-4.930000,-0.350000,0.000000,0.000000,0.00,0.00,83.00
3.700258,-0.010000,-0.924000,0.416000,2.380000,-4.900000,-0.350000,0.000000,0.000000,0.00,0.00,83.00
3.700258,-0.012000,-0.923000,0.417000,2.270000,-4.720000,-0.420000,0.000000,0.000000,0.00,0.00,83.00
3.700258,-0.012000,-0.921000,0.417000,2.380000,-4.900000,-0.520000,0.000000,0.000000,0.00,0.00,83.00
3.700258,-0.010000,-0.923000,0.416000,1.990000,-4.760000,-0.560000,0.000000,0.000000,0.00,0.00,83.00
3.700258,-0.012000,-0.922000,0.416000,1.640000,-4.650000,-0.560000,0.000000,0.000000,0.00,0.00,83.00
3.700258,-0.010000,-0.921000,0.418000,1.710000,-4.900000,-0.630000,0.000000,0.000000,0.00,0.00,83.00
3.700258,-0.012000,-0.921000,0.417000,1.290000,-4.930000,-0.730000,0.000000,0.000000,0.00,0.00,83.00
3.700258,-0.011000,-0.924000,0.416000,1.080000,-4.900000,-0.700000,0.000000,0.000000,0.00,0.00,83.00
3.702136,-0.010000,-0.925000,0.416000,1.150000,-4.830000,-0.770000,0.000000,0.000000,0.00,0.00,83.00
3.702136,-0.009000,-0.923000,0.415000,0.980000,-5.000000,-0.870000,0.000000,0.000000,0.00,0.00,83.00
3.702136,-0.008000,-0.923000,0.416000,1.080000,-5.110000,-0.770000,0.000000,0.000000,0.00,0.00,83.00
3.702136,-0.009000,-0.925000,0.415000,1.190000,-4.930000,-0.660000,0.000000,0.000000,0.00,0.00,83.00
3.702136,-0.008000,-0.928000,0.414000,1.290000,-4.930000,-0.630000,0.000000,0.000000,0.00,0.00,83.00
3.702136,-0.011000,-0.927000,0.413000,1.570000,-4.900000,-0.700000,0.000000,0.000000,0.00,0.00,83.00
3.702136,-0.009000,-0.926000,0.409000,1.960000,-4.790000,-0.450000,0.000000,0.000000,0.00,0.00,83.00
3.702136,-0.010000,-0.927000,0.412000,2.200000,-4.690000,-0.350000,0.000000,0.000000,0.00,0.00,83.00
3.702136,-0.010000,-0.926000,0.412000,2.590000,-4.790000,-0.310000,0.000000,0.000000,0.00,0.00,83.00
3.757120,-0.010000,-0.925000,0.415000,2.760000,-4.830000,-0.380000,0.000000,0.000000,0.00,0.00,83.00
3.757120,-0.012000,-0.922000,0.413000,2.900000,-4.690000,-0.280000,0.000000,0.000000,0.00,0.00,83.00
3.757120,-0.010000,-0.921000,0.417000,2.940000,-4.790000,-0.350000,0.000000,0.000000,0.00,0.00,83.00
3.757120,-0.012000,-0.924000,0.419000,2.900000,-4.930000,-0.450000,0.000000,0.000000,0.00,0.00,83.00
3.757120,-0.011000,-0.923000,0.420000,2.620000,-4.720000,-0.380000,0.000000,0.000000,0.00,0.00,83.00
3.757120,-0.011000,-0.921000,0.418000,2.270000,-4.860000,-0.450000,0.000000,0.000000,0.00,0.00,83.00
3.757120,-0.010000,-0.923000,0.420000,2.200000,-4.970000,-0.560000,0.000000,0.000000,0.00,0.00,83.00
3.757120,-0.011000,-0.924000,0.420000,1.780000,-4.760000,-0.560000,0.000000,0.000000,0.00,0.00,83.00
3.757120,-0.012000,-0.923000,0.419000,1.540000,-4.860000,-0.630000,0.000000,0.000000,0.00,0.00,83.00
3.759061,-0.013000,-0.925000,0.418000,1.260000,-4.900000,-0.730000,0.000000,0.000000,0.00,0.00,83.00
3.759061,-0.011000,-0.922000,0.417000,1.150000,-5.040000,-0.840000,0.000000,0.000000,0.00,0.00,83.00
3.759061,-0.010000,-0.924000,0.416000,1.010000,-4.830000,-0.770000,0.000000,0.000000,0.00,0.00,83.00
3.759061,-0.010000,-0.924000,0.413000,1.080000,-4.830000,-0.700000,0.000000,0.000000,0.00,0.00,83.00
3.759061,-0.010000,-0.924000,0.415000,1.220000,-5.070000,-0.730000,0.000000,0.000000,0.00,0.00,83.00
3.759061,-0.010000,-0.923000,0.412000,1.400000,-4.930000,-0.770000,0.000000,0.000000,0.00,0.00,83.00
3.759061,-0.009000,-0.924000,0.414000,1.500000,-4.860000,-0.770000,0.000000,0.000000,0.00,0.00,83.00
3.759061,-0.009000,-0.925000,0.412000,1.850000,-4.860000,-0.700000,0.000000,0.000000,0.00,0.00,83.00
3.759061,-0.010000,-0.927000,0.412000,1.920000,-5.000000,-0.700000,0.000000,0.000000,0.00,0.00,83.00
3.816574,-0.010000,-0.926000,0.415000,1.990000,-4.900000,-0.590000,0.000000,0.000000,0.00,0.00,83.00
3.816574,-0.008000,-0.928000,0.415000,2.030000,-4.720000,-0.450000,0.000000,0.000000,0.00,0.00,83.00
3.816574,-0.011000,-0.928000,0.414000,2.310000,-5.040000,-0.560000,0.000000,0.000000,0.00,0.00,83.00
3.816574,-0.008000,-0.925000,0.416000,2.340000,-4.900000,-0.490000,0.000000,0.000000,0.00,0.00,83.00
3.816574,-0.009000,-0.927000,0.416000,2.450000,-4.550000,-0.350000,0.000000,0.000000,0.00,0.00,83.00
3.816574,-0.012000,-0.924000,0.416000,2.550000,-4.860000,-0.420000,0.000000,0.000000,0.00,0.00,83.00
3.816574,-0.010000,-0.923000,0.416000,2.550000,-4.860000,-0.450000,0.000000,0.000000,0.00,0.00,83.00
3.816574,-0.011000,-0.921000,0.416000,2.590000,-4.760000,-0.420000,0.000000,0.000000,0.00,0.00,83.00
3.816574,-0.012000,-0.923000,0.414000,2.620000,-4.930000,-0.520000,0.000000,0.000000,0.00,0.00,83.00
3.817891,-0.011000,-0.922000,0.415000,2.550000,-4.970000,-0.590000,0.000000,0.000000,0.00,0.00,83.00
3.817891,-0.011000,-0.923000,0.413000,2.200000,-4.860000,-0.700000,0.000000,0.000000,0.00,0.00,83.00
3.817891,-0.013000,-0.922000,0.417000,2.200000,-4.830000,-0.730000,0.000000,0.000000,0.00,0.00,83.00
3.817891,-0.010000,-0.924000,0.414000,2.100000,-4.970000,-0.630000,0.000000,0.000000,0.00,0.00,83.00
3.817891,-0.010000,-0.923000,0.414000,1.890000,-5.000000,-0.730000,0.000000,0.000000,0.00,0.00,83.00
3.817891,-0.011000,-0.927000,0.413000,1.750000,-4.690000,-0.660000,0.000000,0.000000,0.00,0.00,83.00
3.817891,-0.008000,-0.926000,0.413000,1.750000,-4.790000,-0.630000,0.000000,0.000000,0.00,0.00,83.00
3.817891,-0.010000,-0.926000,0.415000,1.780000,-4.860000,-0.660000,0.000000,0.000000,0.00,0.00,83.00
3.817891,-0.012000,-0.927000,0.414000,1.680000,-4.720000,-0.730000,0.000000,0.000000,0.00,0.00,83.00
3.876507,-0.010000,-0.927000,0.412000,1.920000,-4.620000,-0.630000,0.000000,0.000000,0.00,0.00,83.00
3.876507,-0.011000,-0.927000,0.413000,2.130000,-4.790000,-0.590000,0.000000,0.000000,0.00,0.00,83.00
3.876507,-0.010000,-0.924000,0.413000,2.340000,-4.970000,-0.590000,0.000000,0.000000,0.00,0.00,83.00
3.876507,-0.010000,-0.925000,0.416000,2.310000,-4.690000,-0.590000,0.000000,0.000000,0.00,0.00,83.00
3.876507,-0.012000,-0.925000,0.414000,2.480000,-4.790000,-0.560000,0.000000,0.000000,0.00,0.00,83.00
3.876507,-0.010000,-0.924000,0.417000,2.690000,-4.860000,-0.520000,0.000000,0.000000,0.00,0.00,83.00
3.876507,-0.011000,-0.926000,0.415000,2.620000,-4.760000,-0.490000,0.000000,0.000000,0.00,0.00,83.00
3.876507,-0.011000,-0.924000,0.418000,2.550000,-4.690000,-0.490000,0.000000,0.000000,0.00,0.00,83.00
3.876507,-0.011000,-0.924000,0.417000,2.410000,-4.720000,-0.490000,0.000000,0.000000,0.00,0.00,83.00
3.936431,-0.011000,-0.925000,0.417000,2.380000,-4.760000,-0.520000,0.000000,0.000000,0.00,0.00,83.00
3.936431,-0.013000,-0.922000,0.416000,2.130000,-4.650000,-0.350000,0.000000,0.000000,0.00,0.00,83.00
3.936431,-0.013000,-0.923000,0.417000,1.990000,-4.650000,-0.560000,0.000000,0.000000,0.00,0.00,83.00
3.936431,-0.011000,-0.925000,0.417000,2.030000,-4.830000,-0.630000,0.000000,0.000000,0.00,0.00,83.00
3.936431,-0.012000,-0.924000,0.417000,1.960000,-4.790000,-0.700000,0.000000,0.000000,0.00,0.00,83.00
3.936431,-0.010000,-0.927000,0.415000,1.820000,-4.650000,-0.660000,0.000000,0.000000,0.00,0.00,83.00
3.936431,-0.010000,-0.926000,0.416000,2.130000,-4.900000,-0.770000,0.000000,0.000000,0.00,0.00,83.00
3.936431,-0.011000,-0.924000,0.414000,1.890000,-4.790000,-0.730000,0.000000,0.000000,0.00,0.00,83.00
3.936431,-0.010000,-0.923000,0.413000,1.890000,-4.900000,-0.700000,0.000000,0.000000,0.00,0.00,83.00
3.937766,-0.010000,-0.923000,0.413000,1.890000,-4.930000,-0.840000,0.000000,0.000000,0.00,0.00,83.00
3.937766,-0.010000,-0.922000,0.412000,1.960000,-5.070000,-0.840000,0.000000,0.000000,0.00,0.00,83.00
3.937766,-0.011000,-0.924000,0.413000,2.200000,-4.900000,-0.840000,0.000000,0.000000,0.00,0.00,83.00
3.937766,-0.010000,-0.927000,0.414000,2.100000,-4.830000,-0.660000,0.000000,0.000000,0.00,0.00,83.00
3.937766,-0.007000,-0.926000,0.414000,2.340000,-4.760000,-0.560000,0.000000,0.000000,0.00,0.00,83.00
3.937766,-0.008000,-0.926000,0.415000,2.450000,-4.720000,-0.490000,0.000000,0.000000,0.00,0.00,83.00
3.937766,-0.008000,-0.927000,0.412000,2.520000,-4.690000,-0.350000,0.000000,0.000000,0.00,0.00,83.00
3.937766,-0.009000,-0.927000,0.417000,2.620000,-4.690000,-0.310000,0.000000,0.000000,0.00,0.00,83.00
3.937766,-0.010000,-0.926000,0.415000,2.870000,-4.830000,-0.350000,0.000000,0.000000,0.00,0.00,83.00
3.996478,-0.012000,-0.924000,0.415000,2.830000,-4.900000,-0.420000,0.000000,0.000000,0.00,0.00,83.00
3.996478,-0.010000,-0.923000,0.416000,2.830000,-4.760000,-0.310000,0.000000,0.000000,0.00,0.00,83.00
3.996478,-0.011000,-0.923000,0.415000,2.760000,-4.860000,-0.420000,0.000000,0.000000,0.00,0.00,83.00
3.996478,-0.010000,-0.924000,0.418000,2.870000,-5.070000,-0.420000,0.000000,0.000000,0.00,0.00,83.00
3.996478,-0.010000,-0.922000,0.417000,2.590000,-4.720000,-0.420000,0.000000,0.000000,0.00,0.00,83.00
3.996478,-0.012000,-0.924000,0.417000,2.410000,-4.790000,-0.490000,0.000000,0.000000,0.00,0.00,83.00
3.996478,-0.010000,-0.922000,0.418000,2.310000,-4.790000,-0.630000,0.000000,0.000000,0.00,0.00,83.00
3.996478,-0.009000,-0.919000,0.416000,2.200000,-4.620000,-0.630000,0.000000,0.000000,0.00,0.00,83.00
3.996478,-0.012000,-0.923000,0.418000,1.960000,-4.550000,-0.700000,0.000000,0.000000,0.00,0.00,83.00
3.997749,-0.009000,-0.926000,0.416000,1.920000,-4.580000,-0.630000,0.000000,0.000000,0.00,0.00,83.00
3.997749,-0.012000,-0.926000,0.416000,1.780000,-4.690000,-0.700000,0.000000,0.000000,0.00,0.00,83.00
3.997749,-0.011000,-0.926000,0.415000,1.640000,-4.650000,-0.700000,0.000000,0.000000,0.00,0.00,83.00
3.997749,-0.010000,-0.924000,0.418000,1.820000,-4.790000,-0.730000,0.000000,0.000000,0.00,0.00,83.00
3.997749,-0.010000,-0.926000,0.415000,2.030000,-5.000000,-0.800000,0.000000,0.000000,0.00,0.00,83.00
3.997749,-0.010000,-0.927000,0.416000,2.100000,-4.900000,-0.800000,0.000000,0.000000,0.00,0.00,83.00
3.997749,-0.011000,-0.924000,0.415000,2.270000,-4.930000,-0.800000,0.000000,0.000000,0.00,0.00,83.00
3.997749,-0.010000,-0.924000,0.413000,2.480000,-5.110000,-0.730000,0.000000,0.000000,0.00,0.00,83.00
3.997749,-0.010000,-0.924000,0.414000,2.590000,-5.070000,-0.800000,0.000000,0.000000,0.00,0.00,83.00
4.056907,-0.007000,-0.925000,0.417000,2.620000,-4.830000,-0.730000,0.000000,0.000000,0.00,0.00,83.00
4.056907,-0.009000,-0.925000,0.414000,2.480000,-4.690000,-0.520000,0.000000,0.000000,0.00,0.00,83.00
4.056907,-0.010000,-0.925000,0.413000,2.620000,-4.860000,-0.590000,0.000000,0.000000,0.00,0.00,83.00
4.056907,-0.009000,-0.922000,0.415000,2.380000,-4.790000,-0.450000,0.000000,0.000000,0.00,0.00,83.00
4.056907,-0.010000,-0.923000,0.416000,2.240000,-4.620000,-0.420000,0.000000,0.000000,0.00,0.00,83.00
4.056907,-0.012000,-0.922000,0.416000,2.240000,-4.830000,-0.490000,0.000000,0.000000,0.00,0.00,83.00
4.056907,-0.011000,-0.922000,0.417000,2.100000,-4.970000,-0.560000,0.000000,0.000000,0.00,0.00,83.00
4.056907,-0.010000,-0.924000,0.415000,1.750000,-4.860000,-0.590000,0.000000,0.000000,0.00,0.00,83.00
4.056907,-0.010000,-0.923000,0.413000,1.820000,-4.860000,-0.660000,0.000000,0.000000,0.00,0.00,83.00
4.116679,-0.011000,-0.922000,0.416000,1.710000,-5.000000,-0.770000,0.000000,0.000000,0.00,0.00,83.00
4.116679,-0.010000,-0.924000,0.415000,1.780000,-5.000000,-0.770000,0.000000,0.000000,0.00,0.00,83.00
4.116679,-0.010000,-0.924000,0.413000,1.680000,-4.760000,-0.700000,0.000000,0.000000,0.00,0.00,83.00
4.116679,-0.009000,-0.924000,0.411000,1.820000,-4.970000,-0.630000,0.000000,0.000000,0.00,0.00,83.00
4.116679,-0.010000,-0.927000,0.413000,2.130000,-4.930000,-0.700000,0.000000,0.000000,0.00,0.00,83.00
4.116679,-0.010000,-0.926000,0.414000,2.030000,-4.620000,-0.450000,0.000000,0.000000,0.00,0.00,83.00
4.116679,-0.011000,-0.924000,0.415000,2.340000,-4.690000,-0.490000,0.000000,0.000000,0.00,0.00,83.00
4.116679,-0.009000,-0.926000,0.417000,2.550000,-4.830000,-0.420000,0.000000,0.000000,0.00,0.00,83.00
4.116679,-0.011000,-0.924000,0.414000,2.480000,-4.620000,-0.490000,0.000000,0.000000,0.00,0.00,83.00
4.117826,-0.011000,-0.926000,0.416000,2.660000,-4.650000,-0.420000,0.000000,0.000000,0.00,0.00,83.00
4.117826,-0.011000,-0.925000,0.416000,2.690000,-4.760000,-0.560000,0.000000,0.000000,0.00,0.00,83.00
4.117826,-0.011000,-0.925000,0.418000,2.660000,-4.760000,-0.490000,0.000000,0.000000,0.00,0.00,83.00
4.117826,-0.010000,-0.923000,0.418000,2.450000,-4.760000,-0.520000,0.000000,0.000000,0.00,0.00,83.00
4.117826,-0.010000,-0.921000,0.416000,2.310000,-4.720000,-0.590000,0.000000,0.000000,0.00,0.00,83.00
4.117826,-0.010000,-0.925000,0.416000,1.990000,-4.930000,-0.520000,0.000000,0.000000,0.00,0.00,83.00
4.117826,-0.010000,-0.923000,0.418000,1.920000,-4.930000,-0.660000,0.000000,0.000000,0.00,0.00,83.00
4.117826,-0.014000,-0.924000,0.416000,1.710000,-4.790000,-0.730000,0.000000,0.000000,0.00,0.00,83.00
4.117826,-0.010000,-0.924000,0.414000,1.610000,-4.830000,-0.700000,0.000000,0.000000,0.00,0.00,83.00
4.176593,-0.010000,-0.923000,0.413000,1.640000,-5.040000,-0.800000,0.000000,0.000000,0.00,0.00,83.00
4.176593,-0.011000,-0.924000,0.414000,1.470000,-4.830000,-0.700000,0.000000,0.000000,0.00,0.00,83.00
4.176593,-0.011000,-0.924000,0.415000,1.430000,-4.720000,-0.730000,0.000000,0.000000,0.00,0.00,83.00
4.176593,-0.009000,-0.922000,0.415000,1.680000,-5.040000,-0.770000,0.000000,0.000000,0.00,0.00,83.00
4.176593,-0.010000,-0.925000,0.414000,1.780000,-5.000000,-0.700000,0.000000,0.000000,0.00,0.00,83.00
4.176593,-0.009000,-0.927000,0.415000,1.850000,-4.690000,-0.700000,0.000000,0.000000,0.00,0.00,83.00
4.176593,-0.010000,-0.927000,0.414000,2.030000,-4.760000,-0.560000,0.000000,0.000000,0.00,0.00,83.00
4.176593,-0.008000,-0.928000,0.415000,2.340000,-4.860000,-0.630000,0.000000,0.000000,0.00,0.00,83.00
4.176593,-0.010000,-0.930000,0.416000,2.340000,-4.690000,-0.520000,0.000000,0.000000,0.00,0.00,83.00
4.178579,-0.010000,-0.926000,0.414000,2.450000,-4.650000,-0.450000,0.000000,0.000000,0.00,0.00,83.00
4.178579,-0.011000,-0.924000,0.413000,2.620000,-4.860000,-0.490000,0.000000,0.000000,0.00,0.00,83.00
4.178579,-0.011000,-0.921000,0.414000,2.690000,-4.900000,-0.560000,0.000000,0.000000,0.00,0.00,83.00
4.178579,-0.013000,-0.923000,0.416000,2.550000,-4.760000,-0.590000,0.000000,0.000000,0.00,0.00,83.00
4.178579,-0.009000,-0.922000,0.418000,2.550000,-5.000000,-0.700000,0.000000,0.000000,0.00,0.00,83.00
4.178579,-0.010000,-0.924000,0.416000,2.310000,-5.110000,-0.770000,0.000000,0.000000,0.00,0.00,83.00
4.178579,-0.011000,-0.925000,0.417000,2.170000,-5.040000,-0.800000,0.000000,0.000000,0.00,0.00,83.00
4.178579,-0.009000,-0.922000,0.418000,1.850000,-4.860000,-0.700000,0.000000,0.000000,0.00,0.00,83.00
4.178579,-0.009000,-0.924000,0.414000,1.820000,-4.900000,-0.770000,0.000000,0.000000,0.00,0.00,83.00
4.236590,-0.010000,-0.925000,0.416000,1.990000,-5.040000,-0.700000,0.000000,0.000000,0.00,0.00,83.00
4.236590,-0.011000,-0.926000,0.414000,1.710000,-4.690000,-0.560000,0.000000,0.000000,0.00,0.00,83.00
4.236590,-0.011000,-0.926000,0.416000,1.750000,-4.650000,-0.590000,0.000000,0.000000,0.00,0.00,83.00
4.236590,-0.010000,-0.925000,0.416000,2.030000,-4.720000,-0.490000,0.000000,0.000000,0.00,0.00,83.00
4.236590,-0.012000,-0.926000,0.415000,1.890000,-4.650000,-0.560000,0.000000,0.000000,0.00,0.00,83.00
4.236590,-0.011000,-0.925000,0.415000,2.100000,-4.620000,-0.450000,0.000000,0.000000,0.00,0.00,83.00
4.236590,-0.011000,-0.925000,0.414000,2.270000,-4.830000,-0.520000,0.000000,0.000000,0.00,0.00,83.00
4.236590,-0.010000,-0.922000,0.414000,2.340000,-4.930000,-0.590000,0.000000,0.000000,0.00,0.00,83.00
4.236590,-0.011000,-0.923000,0.416000,2.200000,-4.930000,-0.700000,0.000000,0.000000,0.00,0.00,83.00
4.297138,-0.009000,-0.925000,0.417000,2.170000,-4.830000,-0.800000,0.000000,0.000000,0.00,0.00,83.00
4.297138,-0.009000,-0.924000,0.415000,2.270000,-4.970000,-0.800000,0.000000,0.000000,0.00,0.00,83.00
4.297138,-0.008000,-0.926000,0.416000,1.990000,-4.860000,-0.730000,0.000000,0.000000,0.00,0.00,83.00
4.297138,-0.008000,-0.924000,0.417000,1.890000,-4.720000,-0.700000,0.000000,0.000000,0.00,0.00,83.00
4.297138,-0.009000,-0.924000,0.416000,1.920000,-4.970000,-0.630000,0.000000,0.000000,0.00,0.00,83.00
4.297138,-0.010000,-0.924000,0.415000,1.850000,-4.970000,-0.660000,0.000000,0.000000,0.00,0.00,83.00
4.297138,-0.011000,-0.922000,0.414000,1.680000,-4.830000,-0.590000,0.000000,0.000000,0.00,0.00,83.00
4.297138,-0.011000,-0.922000,0.412000,1.750000,-4.900000,-0.630000,0.000000,0.000000,0.00,0.00,83.00
4.297138,-0.009000,-0.921000,0.411000,1.710000,-5.000000,-0.700000,0.000000,0.000000,0.00,0.00,83.00
4.298506,-0.011000,-0.922000,0.415000,1.990000,-5.070000,-0.840000,0.000000,0.000000,0.00,0.00,83.00
4.298506,-0.009000,-0.924000,0.413000,1.960000,-4.790000,-0.770000,0.000000,0.000000,0.00,0.00,83.00
4.298506,-0.008000,-0.924000,0.415000,2.130000,-4.970000,-0.730000,0.000000,0.000000,0.00,0.00,83.00
4.298506,-0.009000,-0.925000,0.415000,2.060000,-5.000000,-0.660000,0.000000,0.000000,0.00,0.00,83.00
4.298506,-0.008000,-0.925000,0.416000,2.100000,-4.760000,-0.590000,0.000000,0.000000,0.00,0.00,83.00
4.298506,-0.008000,-0.927000,0.417000,2.130000,-4.650000,-0.520000,0.000000,0.000000,0.00,0.00,83.00
4.298506,-0.008000,-0.926000,0.415000,2.270000,-4.830000,-0.350000,0.000000,0.000000,0.00,0.00,83.00
4.298506,-0.009000,-0.927000,0.415000,2.450000,-4.790000,-0.380000,0.000000,0.000000,0.00,0.00,83.00
4.298506,-0.011000,-0.926000,0.415000,2.380000,-4.550000,-0.280000,0.000000,0.000000,0.00,0.00,83.00
4.356915,-0.012000,-0.927000,0.417000,2.520000,-4.620000,-0.310000,0.000000,0.000000,0.00,0.00,83.00
4.356915,-0.012000,-0.925000,0.417000,2.800000,-4.830000,-0.350000,0.000000,0.000000,0.00,0.00,83.00
4.356915,-0.010000,-0.923000,0.416000,2.590000,-4.690000,-0.350000,0.000000,0.000000,0.00,0.00,83.00
4.356915,-0.014000,-0.924000,0.416000,2.660000,-4.760000,-0.450000,0.000000,0.000000,0.00,0.00,83.00
4.356915,-0.012000,-0.922000,0.418000,2.550000,-5.040000,-0.560000,0.000000,0.000000,0.00,0.00,83.00
4.356915,-0.011000,-0.924000,0.418000,2.310000,-4.860000,-0.590000,0.000000,0.000000,0.00,0.00,83.00
4.356915,-0.010000,-0.920000,0.419000,2.060000,-4.860000,-0.630000,0.000000,0.000000,0.00,0.00,83.00
4.356915,-0.010000,-0.922000,0.418000,1.780000,-4.860000,-0.700000,0.000000,0.000000,0.00,0.00,83.00
4.356915,-0.009000,-0.920000,0.417000,1.680000,-4.970000,-0.590000,0.000000,0.000000,0.00,0.00,83.00
4.357773,-0.009000,-0.921000,0.417000,1.360000,-4.760000,-0.700000,0.000000,0.000000,0.00,0.00,83.00
4.357773,-0.011000,-0.924000,0.417000,1.220000,-4.620000,-0.630000,0.000000,0.000000,0.00,0.00,83.00
4.357773,-0.009000,-0.926000,0.414000,1.260000,-4.830000,-0.730000,0.000000,0.000000,0.00,0.00,83.00
4.357773,-0.010000,-0.927000,0.415000,1.220000,-4.790000,-0.770000,0.000000,0.000000,0.00,0.00,83.00
4.357773,-0.009000,-0.926000,0.413000,1.330000,-4.650000,-0.700000,0.000000,0.000000,0.00,0.00,83.00
4.357773,-0.011000,-0.927000,0.414000,1.500000,-4.720000,-0.770000,0.000000,0.000000,0.00,0.00,83.00
4.357773,-0.009000,-0.928000,0.413000,1.750000,-5.000000,-0.730000,0.000000,0.000000,0.00,0.00,83.00
4.357773,-0.010000,-0.925000,0.413000,1.960000,-4.860000,-0.660000,0.000000,0.000000,0.00,0.00,83.00
4.357773,-0.010000,-0.927000,0.412000,2.240000,-4.690000,-0.630000,0.000000,0.000000,0.00,0.00,83.00
4.418193,-0.010000,-0.926000,0.411000,2.520000,-5.070000,-0.660000,0.000000,0.000000,0.00,0.00,83.00
4.418193,-0.009000,-0.926000,0.414000,2.690000,-4.930000,-0.560000,0.000000,0.000000,0.00,0.00,83.00
4.418193,-0.008000,-0.926000,0.415000,2.870000,-4.720000,-0.380000,0.000000,0.000000,0.00,0.00,83.00
4.418193,-0.008000,-0.926000,0.414000,3.040000,-4.830000,-0.380000,0.000000,0.000000,0.00,0.00,83.00
4.418193,-0.010000,-0.925000,0.415000,3.010000,-4.760000,-0.420000,0.000000,0.000000,0.00,0.00,83.00
4.418193,-0.009000,-0.927000,0.417000,2.900000,-4.760000,-0.310000,0.000000,0.000000,0.00,0.00,83.00
4.418193,-0.011000,-0.924000,0.418000,2.730000,-4.550000,-0.280000,0.000000,0.000000,0.00,0.00,83.00
4.418193,-0.011000,-0.924000,0.420000,2.690000,-4.690000,-0.450000,0.000000,0.000000,0.00,0.00,83.00
4.418193,-0.012000,-0.924000,0.415000,2.550000,-4.900000,-0.560000,0.000000,0.000000,0.00,0.00,83.00
4.476695,-0.012000,-0.924000,0.420000,2.270000,-4.620000,-0.560000,0.000000,0.000000,0.00,0.00,83.00
4.476695,-0.012000,-0.921000,0.416000,2.170000,-4.860000,-0.660000,0.000000,0.000000,0.00,0.00,83.00
4.476695,-0.010000,-0.925000,0.416000,1.990000,-5.000000,-0.730000,0.000000,0.000000,0.00,0.00,83.00
4.476695,-0.010000,-0.922000,0.415000,1.920000,-4.760000,-0.770000,0.000000,0.000000,0.00,0.00,83.00
4.476695,-0.011000,-0.926000,0.414000,1.710000,-4.830000,-0.870000,0.000000,0.000000,0.00,0.00,83.00
4.476695,-0.012000,-0.925000,0.416000,1.710000,-4.860000,-0.940000,0.000000,0.000000,0.00,0.00,83.00
4.476695,-0.009000,-0.924000,0.415000,1.710000,-4.650000,-0.840000,0.000000,0.000000,0.00,0.00,83.00
4.476695,-0.009000,-0.924000,0.415000,1.780000,-4.650000,-0.660000,0.000000,0.000000,0.00,0.00,83.00
4.476695,-0.010000,-0.926000,0.411000,2.100000,-4.760000,-0.730000,0.000000,0.000000,0.00,0.00,83.00
4.477937,-0.011000,-0.925000,0.413000,2.240000,-4.830000,-0.700000,0.000000,0.000000,0.00,0.00,83.00
4.477937,-0.010000,-0.926000,0.413000,2.410000,-4.650000,-0.730000,0.000000,0.000000,0.00,0.00,83.00
4.477937,-0.011000,-0.926000,0.416000,2.520000,-4.650000,-0.660000,0.000000,0.000000,0.00,0.00,83.00
4.477937,-0.011000,-0.924000,0.415000,2.830000,-4.760000,-0.590000,0.000000,0.000000,0.00,0.00,83.00
4.477937,-0.009000,-0.926000,0.415000,2.690000,-4.830000,-0.700000,0.000000,0.000000,0.00,0.00,83.00
4.477937,-0.011000,-0.926000,0.416000,2.730000,-4.720000,-0.590000,0.000000,0.000000,0.00,0.00,83.00
4.477937,-0.011000,-0.926000,0.418000,2.760000,-4.650000,-0.490000,0.000000,0.000000,0.00,0.00,83.00
4.477937,-0.010000,-0.926000,0.418000,2.830000,-4.970000,-0.660000,0.000000,0.000000,0.00,0.00,83.00
4.477937,-0.010000,-0.924000,0.417000,2.660000,-4.830000,-0.560000,0.000000,0.000000,0.00,0.00,83.00
4.536344,-0.009000,-0.926000,0.416000,2.520000,-4.650000,-0.450000,0.000000,0.000000,0.00,0.00,83.00
4.536344,-0.009000,-0.923000,0.417000,2.550000,-4.930000,-0.560000,0.000000,0.000000,0.00,0.00,83.00
4.536344,-0.011000,-0.922000,0.418000,2.450000,-4.790000,-0.560000,0.000000,0.000000,0.00,0.00,83.00
4.536344,-0.010000,-0.922000,0.415000,2.170000,-4.760000,-0.590000,0.000000,0.000000,0.00,0.00,83.00
